Country,alpha_2_code,alpha_3_code,numeric_code,Indicator,Year,Value,Gender,observation_status,current_age
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,79,Total,Estimated value,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,76,Total,Estimated value,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,82,Total,Estimated value,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,87,Total,Estimated value,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,84,Total,Estimated value,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,91,Total,Estimated value,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,92,Total,Estimated value,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,94,Total,Estimated value,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,95,Total,Estimated value,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,94,Total,Estimated value,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,90,Total,Estimated value,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,92,Total,Estimated value,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,91,Total,Estimated value,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,90,Total,Estimated value,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,91,Total,Estimated value,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,93,Total,Estimated value,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,94,Total,Estimated value,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,95,Total,Estimated value,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,93,Total,Estimated value,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,94,Total,Estimated value,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,94,Total,Estimated value,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,94,Total,Estimated value,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,91,Total,Estimated value,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,92,Total,Estimated value,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,92,Total,Estimated value,Total
Sri Lanka,LK,LKA,144,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,52,Total,Estimated value,Total
Sri Lanka,LK,LKA,144,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,92,Total,Estimated value,Total
Sri Lanka,LK,LKA,144,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,90,Total,Estimated value,Total
Sri Lanka,LK,LKA,144,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,95,Total,Estimated value,Total
Sri Lanka,LK,LKA,144,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,99,Total,Estimated value,Total
Sri Lanka,LK,LKA,144,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,98,Total,Estimated value,Total
Sri Lanka,LK,LKA,144,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,97,Total,Estimated value,Total
Sri Lanka,LK,LKA,144,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,97,Total,Estimated value,Total
Sri Lanka,LK,LKA,144,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,97,Total,Estimated value,Total
Sri Lanka,LK,LKA,144,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,99,Total,Estimated value,Total
Sri Lanka,LK,LKA,144,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,99,Total,Estimated value,Total
Sri Lanka,LK,LKA,144,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,99,Total,Estimated value,Total
Sri Lanka,LK,LKA,144,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,99,Total,Estimated value,Total
Sri Lanka,LK,LKA,144,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,99,Total,Estimated value,Total
Sri Lanka,LK,LKA,144,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,99,Total,Estimated value,Total
Sri Lanka,LK,LKA,144,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,99,Total,Estimated value,Total
Sri Lanka,LK,LKA,144,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,99,Total,Estimated value,Total
Sri Lanka,LK,LKA,144,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,99,Total,Estimated value,Total
Sri Lanka,LK,LKA,144,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,99,Total,Estimated value,Total
Sri Lanka,LK,LKA,144,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,96,Total,Estimated value,Total
Sri Lanka,LK,LKA,144,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,97,Total,Estimated value,Total
Sri Lanka,LK,LKA,144,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,98,Total,Estimated value,Total
Sri Lanka,LK,LKA,144,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,99,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2000,95,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,94,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,93,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,94,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,94,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,97,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,92,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,87,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,99,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,97,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,94,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,95,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,97,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,98,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,99,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,99,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,99,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,99,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,99,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,99,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,99,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,99,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,93,Total,Estimated value,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,89,Total,Estimated value,Total
Sudan,SD,SDN,736,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,24,Total,Estimated value,Total
Sudan,SD,SDN,736,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,57,Total,Estimated value,Total
Sudan,SD,SDN,736,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,61,Total,Estimated value,Total
Sudan,SD,SDN,736,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,69,Total,Estimated value,Total
Sudan,SD,SDN,736,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,69,Total,Estimated value,Total
Sudan,SD,SDN,736,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,72,Total,Estimated value,Total
Sudan,SD,SDN,736,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,72,Total,Estimated value,Total
Sudan,SD,SDN,736,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,74,Total,Estimated value,Total
Sudan,SD,SDN,736,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,68,Total,Estimated value,Total
Sudan,SD,SDN,736,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,63,Total,Estimated value,Total
Sudan,SD,SDN,736,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,51,Total,Estimated value,Total
Sudan,SD,SDN,736,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,38,Total,Estimated value,Total
Suriname,SR,SUR,740,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,15,Total,Estimated value,Total
Suriname,SR,SUR,740,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,15,Total,Estimated value,Total
Suriname,SR,SUR,740,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,21,Total,Estimated value,Total
Suriname,SR,SUR,740,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,34,Total,Estimated value,Total
Suriname,SR,SUR,740,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,32,Total,Estimated value,Total
Suriname,SR,SUR,740,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,31,Total,Estimated value,Total
Suriname,SR,SUR,740,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,32,Total,Estimated value,Total
Suriname,SR,SUR,740,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,24,Total,Estimated value,Total
Suriname,SR,SUR,740,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,43,Total,Estimated value,Total
Suriname,SR,SUR,740,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,51,Total,Estimated value,Total
Suriname,SR,SUR,740,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,52,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2000,94,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,94,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,94,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,95,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,95,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,95,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,95,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,95,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,94,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,95,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,94,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,95,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,95,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,95,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,95,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,95,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,95,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,95,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,94,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,93,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,92,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,91,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,91,Total,Estimated value,Total
Sweden,SE,SWE,752,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,92,Total,Estimated value,Total
Switzerland,CH,CHE,756,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,71,Total,Estimated value,Total
Switzerland,CH,CHE,756,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,71,Total,Estimated value,Total
Switzerland,CH,CHE,756,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,71,Total,Estimated value,Total
Switzerland,CH,CHE,756,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,83,Total,Estimated value,Total
Switzerland,CH,CHE,756,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,83,Total,Estimated value,Total
Switzerland,CH,CHE,756,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,83,Total,Estimated value,Total
Switzerland,CH,CHE,756,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,86,Total,Estimated value,Total
Switzerland,CH,CHE,756,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,86,Total,Estimated value,Total
Switzerland,CH,CHE,756,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,86,Total,Estimated value,Total
Switzerland,CH,CHE,756,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,87,Total,Estimated value,Total
Switzerland,CH,CHE,756,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,87,Total,Estimated value,Total
Switzerland,CH,CHE,756,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,87,Total,Estimated value,Total
Switzerland,CH,CHE,756,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,90,Total,Estimated value,Total
Switzerland,CH,CHE,756,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,90,Total,Estimated value,Total
Switzerland,CH,CHE,756,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,90,Total,Estimated value,Total
Switzerland,CH,CHE,756,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,93,Total,Estimated value,Total
Switzerland,CH,CHE,756,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,94,Total,Estimated value,Total
Switzerland,CH,CHE,756,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,94,Total,Estimated value,Total
Switzerland,CH,CHE,756,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,91,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2000,80,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,83,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,84,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,83,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,82,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,81,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,81,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,81,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,81,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,82,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,82,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,76,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,64,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,62,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,60,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,58,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,63,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,70,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,65,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,65,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,64,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,64,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,49,Total,Estimated value,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,64,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2000,59,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,72,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,93,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,94,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,98,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,92,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,96,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,90,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,87,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,93,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,95,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,96,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,97,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,97,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,98,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,94,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,97,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,98,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,97,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,97,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,97,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,96,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,97,Total,Estimated value,Total
Tajikistan,TJ,TJK,762,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,96,Total,Estimated value,Total
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2000,99,Total,Estimated value,Total
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,86,Total,Estimated value,Total
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,89,Total,Estimated value,Total
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,92,Total,Estimated value,Total
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,95,Total,Estimated value,Total
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,95,Total,Estimated value,Total
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,94,Total,Estimated value,Total
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,94,Total,Estimated value,Total
