country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Solomon Islands,SB,SLB,90,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,23.37000084,Female,Units,%,Modelled,,,Total
Solomon Islands,SB,SLB,90,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,21.60000038,Male,Units,%,Modelled,,,Total
Solomon Islands,SB,SLB,90,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,22.450000760000002,Total,Units,%,Modelled,,,Total
Somalia,SO,SOM,706,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,12.21000004,Female,Units,%,Modelled,,,Total
Somalia,SO,SOM,706,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,10.43999958,Male,Units,%,Modelled,,,Total
Somalia,SO,SOM,706,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,11.31000042,Total,Units,%,Modelled,,,Total
South Africa,ZA,ZAF,710,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,26.70999908,Female,Units,%,Modelled,,,Total
South Africa,ZA,ZAF,710,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,15.43000031,Male,Units,%,Modelled,,,Total
South Africa,ZA,ZAF,710,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,20.96999931,Total,Units,%,Modelled,,,Total
South Sudan,SS,SSD,728,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,14.71000004,Female,Units,%,Modelled,,,Total
South Sudan,SS,SSD,728,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,11.899999619999999,Male,Units,%,Modelled,,,Total
South Sudan,SS,SSD,728,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,13.28999996,Total,Units,%,Modelled,,,Total
Spain,ES,ESP,724,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,30.06999969,Female,Units,%,Modelled,,,Total
Spain,ES,ESP,724,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,31.67000008,Male,Units,%,Modelled,,,Total
Spain,ES,ESP,724,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,30.88999939,Total,Units,%,Modelled,,,Total
Sri Lanka,LK,LKA,144,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,15.93000031,Female,Units,%,Modelled,,,Total
Sri Lanka,LK,LKA,144,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,18.38999939,Male,Units,%,Modelled,,,Total
Sri Lanka,LK,LKA,144,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,17.18000031,Total,Units,%,Modelled,,,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,31.40999985,Female,Units,%,Modelled,,,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,31.01000023,Male,Units,%,Modelled,,,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,31.20999908,Total,Units,%,Modelled,,,Total
Sudan,SD,SDN,736,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,9.529999733,Female,Units,%,Modelled,,,Total
Sudan,SD,SDN,736,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,19.02000046,Male,Units,%,Modelled,,,Total
Sudan,SD,SDN,736,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,14.32999992,Total,Units,%,Modelled,,,Total
Suriname,SR,SUR,740,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,33.54999924,Female,Units,%,Modelled,,,Total
Suriname,SR,SUR,740,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,38.22000122,Male,Units,%,Modelled,,,Total
Suriname,SR,SUR,740,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,35.91999817,Total,Units,%,Modelled,,,Total
Sweden,SE,SWE,752,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,25.31999969,Female,Units,%,Modelled,,,Total
Sweden,SE,SWE,752,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,28.04000092,Male,Units,%,Modelled,,,Total
Sweden,SE,SWE,752,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,26.71999931,Total,Units,%,Modelled,,,Total
Switzerland,CH,CHE,756,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,21.37999916,Female,Units,%,Modelled,,,Total
Switzerland,CH,CHE,756,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,23.21999931,Male,Units,%,Modelled,,,Total
Switzerland,CH,CHE,756,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,22.31999969,Total,Units,%,Modelled,,,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,34.56000137,Female,Units,%,Modelled,,,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,37.06000137,Male,Units,%,Modelled,,,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,35.84000015,Total,Units,%,Modelled,,,Total
Tajikistan,TJ,TJK,762,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,9.18999958,Female,Units,%,Modelled,,,Total
Tajikistan,TJ,TJK,762,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,9.25,Male,Units,%,Modelled,,,Total
Tajikistan,TJ,TJK,762,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,9.220000267,Total,Units,%,Modelled,,,Total
Thailand,TH,THA,764,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,20.799999239999998,Female,Units,%,Modelled,,,Total
Thailand,TH,THA,764,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,30.39999962,Male,Units,%,Modelled,,,Total
Thailand,TH,THA,764,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,25.73999977,Total,Units,%,Modelled,,,Total
Timor-Leste,TL,TLS,626,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,3.5999999049999998,Female,Units,%,Modelled,,,Total
Timor-Leste,TL,TLS,626,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,3.859999895,Male,Units,%,Modelled,,,Total
Timor-Leste,TL,TLS,626,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,3.7300000190000002,Total,Units,%,Modelled,,,Total
Togo,TG,TGO,768,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,12.59000015,Female,Units,%,Modelled,,,Total
Togo,TG,TGO,768,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,10.84000015,Male,Units,%,Modelled,,,Total
Togo,TG,TGO,768,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,11.71000004,Total,Units,%,Modelled,,,Total
Tokelau,TK,TKL,772,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,53.40999985,Female,Units,%,Modelled,,,Total
Tokelau,TK,TKL,772,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,59.45000076,Male,Units,%,Modelled,,,Total
Tokelau,TK,TKL,772,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,56.54000092,Total,Units,%,Modelled,,,Total
Tonga,TO,TON,776,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,58.52999878,Female,Units,%,Modelled,,,Total
Tonga,TO,TON,776,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,54.68000031,Male,Units,%,Modelled,,,Total
Tonga,TO,TON,776,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,56.54999924,Total,Units,%,Modelled,,,Total
Trinidad and Tobago,TT,TTO,780,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,33.65999985,Female,Units,%,Modelled,,,Total
Trinidad and Tobago,TT,TTO,780,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,41.27999878,Male,Units,%,Modelled,,,Total
Trinidad and Tobago,TT,TTO,780,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,37.54000092,Total,Units,%,Modelled,,,Total
Tunisia,TN,TUN,788,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,27.86000061,Female,Units,%,Modelled,,,Total
Tunisia,TN,TUN,788,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,27.09000015,Male,Units,%,Modelled,,,Total
Tunisia,TN,TUN,788,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,27.45999908,Total,Units,%,Modelled,,,Total
Turkmenistan,TM,TKM,795,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,13.27000046,Female,Units,%,Modelled,,,Total
Turkmenistan,TM,TKM,795,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,18.11000061,Male,Units,%,Modelled,,,Total
Turkmenistan,TM,TKM,795,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,15.76000023,Total,Units,%,Modelled,,,Total
Tuvalu,TV,TUV,798,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,48.16999817,Female,Units,%,Modelled,,,Total
Tuvalu,TV,TUV,798,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,55.38999939,Male,Units,%,Modelled,,,Total
Tuvalu,TV,TUV,798,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,51.97999954,Total,Units,%,Modelled,,,Total
Turkey,TR,TUR,792,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,32.90000153,Female,Units,%,Modelled,,,Total
Turkey,TR,TUR,792,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,32.49000168,Male,Units,%,Modelled,,,Total
Turkey,TR,TUR,792,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,32.68999863,Total,Units,%,Modelled,,,Total
Uganda,UG,UGA,800,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,9.659999847,Female,Units,%,Modelled,,,Total
Uganda,UG,UGA,800,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,14.350000380000001,Male,Units,%,Modelled,,,Total
Uganda,UG,UGA,800,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,12.01000023,Total,Units,%,Modelled,,,Total
Ukraine,UA,UKR,804,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,11.63000011,Female,Units,%,Modelled,,,Total
Ukraine,UA,UKR,804,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,22.79000092,Male,Units,%,Modelled,,,Total
Ukraine,UA,UKR,804,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,17.40999985,Total,Units,%,Modelled,,,Total
United Arab Emirates,AE,ARE,784,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,42.38000107,Female,Units,%,Modelled,,,Total
United Arab Emirates,AE,ARE,784,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,48.04999924,Male,Units,%,Modelled,,,Total
United Arab Emirates,AE,ARE,784,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,45.27000046,Total,Units,%,Modelled,,,Total
United Kingdom,GB,GBR,826,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,31.29000092,Female,Units,%,Modelled,,,Total
United Kingdom,GB,GBR,826,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,29.62999916,Male,Units,%,Modelled,,,Total
United Kingdom,GB,GBR,826,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,30.44000053,Total,Units,%,Modelled,,,Total
"Tanzania, United Republic of",TZ,TZA,834,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,8.56000042,Female,Units,%,Modelled,,,Total
"Tanzania, United Republic of",TZ,TZA,834,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,7.1199998859999996,Male,Units,%,Modelled,,,Total
"Tanzania, United Republic of",TZ,TZA,834,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,7.829999924,Total,Units,%,Modelled,,,Total
United States,US,USA,840,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,41.77999878,Female,Units,%,Modelled,,,Total
United States,US,USA,840,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,42.11999893,Male,Units,%,Modelled,,,Total
United States,US,USA,840,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,41.95000076,Total,Units,%,Modelled,,,Total
Uruguay,UY,URY,858,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,38.36999893,Female,Units,%,Modelled,,,Total
Uruguay,UY,URY,858,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,41.65000153,Male,Units,%,Modelled,,,Total
Uruguay,UY,URY,858,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,40.04999924,Total,Units,%,Modelled,,,Total
Uzbekistan,UZ,UZB,860,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,16.88999939,Female,Units,%,Modelled,,,Total
Uzbekistan,UZ,UZB,860,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,22.71999931,Male,Units,%,Modelled,,,Total
Uzbekistan,UZ,UZB,860,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,19.89999962,Total,Units,%,Modelled,,,Total
Vanuatu,VU,VUT,548,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,28.700000760000002,Female,Units,%,Modelled,,,Total
Vanuatu,VU,VUT,548,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,32.25999832,Male,Units,%,Modelled,,,Total
Vanuatu,VU,VUT,548,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,30.53000069,Total,Units,%,Modelled,,,Total
"Venezuela, Bolivarian Republic of",VE,VEN,862,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,31.17000008,Female,Units,%,Modelled,,,Total
"Venezuela, Bolivarian Republic of",VE,VEN,862,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,40.83000183,Male,Units,%,Modelled,,,Total
"Venezuela, Bolivarian Republic of",VE,VEN,862,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,36.13000107,Total,Units,%,Modelled,,,Total
Vietnam,VN,VNM,704,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,12.23999977,Female,Units,%,Modelled,,,Total
Vietnam,VN,VNM,704,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,23.76000023,Male,Units,%,Modelled,,,Total
Vietnam,VN,VNM,704,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,18.27000046,Total,Units,%,Modelled,,,Total
Yemen,YE,YEM,887,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,17.18000031,Female,Units,%,Modelled,,,Total
Yemen,YE,YEM,887,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,24.76000023,Male,Units,%,Modelled,,,Total
Yemen,YE,YEM,887,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,21.05999947,Total,Units,%,Modelled,,,Total
Zambia,ZM,ZMB,894,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,15.06999969,Female,Units,%,Modelled,,,Total
Zambia,ZM,ZMB,894,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,12.27000046,Male,Units,%,Modelled,,,Total
Zambia,ZM,ZMB,894,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,13.67000008,Total,Units,%,Modelled,,,Total
Zimbabwe,ZW,ZWE,716,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,12.649999619999999,Female,Units,%,Modelled,,,Total
Zimbabwe,ZW,ZWE,716,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,8.239999771,Male,Units,%,Modelled,,,Total
Zimbabwe,ZW,ZWE,716,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,10.46000004,Total,Units,%,Modelled,,,Total
